# form	sources	reason — refused by tools/build_lexicon.py
за‘иф	kazdict	outside-alphabet:‘
за‘фаран	kazdict	outside-alphabet:‘
зейнегул	name	translit-of:зейнегүл
зейнур	name	translit-of:зейнұр
зембил	apertium	translit-of:зембіл
зер%	apertium	outside-alphabet:%
зибагул	name	translit-of:зибагүл
зип	kazdict	translit-of:зіп
зиян%	apertium	outside-alphabet:%
зиянсыз%	apertium	outside-alphabet:%
зор%	apertium	outside-alphabet:%
зорға%	apertium	outside-alphabet:%
зубайра	apertium,name	translit-of:зүбайра
зулкарнай	baseline,name	translit-of:зұлқарнай
зулфия	baseline,name	translit-of:зүлфия
зумруд	kazdict	translit-of:зүмруд
зылика	baseline	translit-of:зылиқа
зымқайым//зымқұйым	kazdict	outside-alphabet:/
зығырданы%	apertium	outside-alphabet:%
зілмауырдай//зілмендей	kazdict	outside-alphabet:/
зәр%	apertium	outside-alphabet:%
зәредей//зәрредей	kazdict	outside-alphabet:/
зәресі%	apertium	outside-alphabet:%
зәресін%	apertium	outside-alphabet:%
зәуде//зәуеде	kazdict	outside-alphabet:/
зәңгу//зеңгу	kazdict	outside-alphabet:/
и.	apertium	outside-alphabet:.
и`тибар	kazdict	outside-alphabet:`
и»рішді	kazdict	outside-alphabet:»
иа3лыңды	kazdict	outside-alphabet:3
иафұ3ланды	kazdict	outside-alphabet:3
ибн%	apertium	outside-alphabet:%
идеологиялық%	apertium	outside-alphabet:%
идиома-	kazdict	edge-punctuation
идіру//идірту	kazdict	outside-alphabet:/
ие%	apertium	outside-alphabet:%
иектік%	apertium	outside-alphabet:%
иетсіктt	kazdict	mixed-script
ик//йик	kazdict	outside-alphabet:/
илесу	kazdict	translit-of:ілесу
илтипат	kazdict	translit-of:ілтипат
имам-	kazdict	edge-punctuation
иман-	kazdict	edge-punctuation
иманали	name	translit-of:иманәлі
инвестиция%	apertium	outside-alphabet:%
индустриялық%	apertium	outside-alphabet:%
инемен%	apertium	outside-alphabet:%
инкарбек	name	translit-of:іңкәрбек
интернет-2)	kazdict	outside-alphabet:)2
интернетті%	apertium	outside-alphabet:%
ин‘ам	kazdict	outside-alphabet:‘
иог	kazdict	translit-of:иоғ
иран%	apertium	outside-alphabet:%
иреу	kazdict	translit-of:іреу
исти`анат	kazdict	outside-alphabet:`
ит%	apertium	outside-alphabet:%
итарқа-	kazdict	edge-punctuation
итепе//итпе	kazdict	outside-alphabet:/
итжеккен-	kazdict	edge-punctuation
ихтийар)а)	kazdict	outside-alphabet:)
иыд3лаңды	kazdict	outside-alphabet:3
иылды3ланды	kazdict	outside-alphabet:3
иықағаш//иікағаш	kazdict	outside-alphabet:/
иіліп%	apertium	outside-alphabet:%
иінді%	apertium	outside-alphabet:%
иіс%	apertium	outside-alphabet:%
иү3ленді	kazdict	outside-alphabet:3
иүkүлды	kazdict	mixed-script
иұлд^і	kazdict	outside-alphabet:^
и‘тиқад	kazdict	outside-alphabet:‘
йа`ни	kazdict	outside-alphabet:`
йаңлығ/йәңиғ	kazdict	outside-alphabet:/
ка`ба	kazdict	outside-alphabet:`
кабылбаев	name	translit-of:қабылбаев
кабылда	name	translit-of:қабылда
кабылжан	name	translit-of:қабылжан
кавказ%	apertium	outside-alphabet:%
кагат	apertium,kazdict	translit-of:қағат
кадирбай	name	translit-of:кәдірбай
кадиржан	name	translit-of:кәдіржан
кадыржан	name	translit-of:қадыржан
кажыгалиев	name	translit-of:қажығалиев
кажымурат	name	translit-of:қажымұрат
казак%	apertium	outside-alphabet:%
казакбай	name	translit-of:қазақбай
казап	kazdict	translit-of:қазап
казина	name	translit-of:қазина
казине	name	translit-of:қазине
казыбай	name	translit-of:қазыбай
кайырбек	name	translit-of:қайырбек
кайыргазы	name	translit-of:қайырғазы
кайыргали	name	translit-of:қайырғали
кайыржан	name	translit-of:қайыржан
кайырлы	name	translit-of:қайырлы
какима	name	translit-of:кәкима
какимбек	name	translit-of:кәкімбек
какимжан	name	translit-of:кәкімжан
какимов	name	translit-of:кәкімов
каламбаев	name	translit-of:қаламбаев
калауов	name	translit-of:қалауов
калбиби	name	translit-of:қалбибі
калдарбек	name	translit-of:қалдарбек
калмакша	apertium	translit-of:қалмақша
калмаханбет	name	translit-of:қалмаханбет
калымбек	name	translit-of:қалымбек
камария	baseline,name	translit-of:қамария
камбарбек	name	translit-of:қамбарбек
камераға%	apertium	outside-alphabet:%
кампит	kazdict,name	translit-of:қампит
камшыбек	name	translit-of:қамшыбек
канагат	name	translit-of:қанағат
канапиянов	name	translit-of:қанапиянов
канзада	name	translit-of:қанзада
канипа	baseline	translit-of:қанипа
каноэмен%	apertium	outside-alphabet:%
капез	name	translit-of:қапез
капиза	name	translit-of:қапиза
капиталға%	apertium	outside-alphabet:%
капитан%	apertium	outside-alphabet:%
каракалпак%	apertium	outside-alphabet:%
каракат	name	translit-of:қарақат
каргаш	name	translit-of:қарғаш
карзенке//кәрзеңке	kazdict	outside-alphabet:/
карибжанов	name	translit-of:кәрібжанов
каримбай	name	translit-of:кәрімбай
карсакбаев	name	translit-of:қарсақбаев
картай	name	translit-of:қартай
каршөндік//кәршеунік	kazdict	outside-alphabet:/
карылгаш	name	translit-of:қарылғаш
каса`ан	kazdict	outside-alphabet:`
касанов	name	translit-of:қасанов
касиман	baseline	translit-of:қасиман
кател	kazdict	translit-of:кәтел
катипа	name	translit-of:қатипа
катша	name	translit-of:қатша
каукар	name	translit-of:қауқар
каш//кашаған	kazdict	outside-alphabet:/
кашаба	kazdict	translit-of:қашаба
кашак	kazdict	translit-of:қашақ
кашауа	kazdict	translit-of:қашауа
кашек	kazdict	translit-of:кәшек
каяк	apertium,kazdict	translit-of:қаяқ
ке//кеп	kazdict	outside-alphabet:/
кебеже-	kazdict	edge-punctuation
кедергі%	apertium	outside-alphabet:%
кедергіден%	apertium	outside-alphabet:%
кездесу1	kazdict	outside-alphabet:1
кездесу2	kazdict	outside-alphabet:2
кезекте%	apertium	outside-alphabet:%
кезесінде//кезе	kazdict	outside-alphabet:/
кезіп%	apertium	outside-alphabet:%
кейки	baseline,kazdict	translit-of:кейкі
кейінге%	apertium	outside-alphabet:%
кек%	apertium	outside-alphabet:%
кекеп%	apertium	outside-alphabet:%
кекет=	kazdict	outside-alphabet:=
келемеж%	apertium	outside-alphabet:%
келим	kazdict	translit-of:келім
келис	name	translit-of:келіс
келін-	kazdict	edge-punctuation
келіп%	apertium	outside-alphabet:%
кембағал//кембағыл	kazdict	outside-alphabet:/
кеме%	apertium	outside-alphabet:%
кемеге%	apertium	outside-alphabet:%
кеміріп%	apertium	outside-alphabet:%
кенесхан	name	translit-of:кеңесхан
кенжекан	name	translit-of:кенжеқан
кенич/кенч	kazdict	outside-alphabet:/
кеншилик	name	translit-of:кеншілік
кепкен%	apertium	outside-alphabet:%
кепіл%	apertium	outside-alphabet:%
кепілдік%	apertium	outside-alphabet:%
керди	baseline	translit-of:керді
кереге-	kazdict	edge-punctuation
керей-	kazdict	edge-punctuation
керек%	apertium	outside-alphabet:%
керең%	apertium	outside-alphabet:%
керимкулов	name	translit-of:керімқұлов
керимхан	name	translit-of:керімхан
керме-	kazdict	edge-punctuation
кермекас	name	translit-of:кермеқас
керуен%	apertium	outside-alphabet:%
кері%	apertium	outside-alphabet:%
керіп%	apertium	outside-alphabet:%
кеспе%	apertium	outside-alphabet:%
кесте%	apertium	outside-alphabet:%
кесте-	kazdict	edge-punctuation
кесіп%	apertium	outside-alphabet:%
кесір%	apertium	outside-alphabet:%
кесірін%	apertium	outside-alphabet:%
кетіп%	apertium	outside-alphabet:%
кеугім//кеуім	kazdict	outside-alphabet:/
кеуде%	apertium	outside-alphabet:%
кеулимжай	name	translit-of:кеулімжай
кеуін:иткеуін	kazdict	outside-alphabet::
кеуіп%	apertium	outside-alphabet:%
кешегі%	apertium	outside-alphabet:%
кешкі%	apertium	outside-alphabet:%
кешірім%	apertium	outside-alphabet:%
кең%	apertium	outside-alphabet:%
кеңес%	apertium	outside-alphabet:%
кеңесші%	apertium	outside-alphabet:%
кибат	name	translit-of:қибат
кибернетика-	kazdict	edge-punctuation
киви%	apertium	outside-alphabet:%
кизат	name	translit-of:қизат
кимешек-	kazdict	edge-punctuation
кинофильмдік%	apertium	outside-alphabet:%
кит%	apertium	outside-alphabet:%
китаби-ал-масалик%	apertium	outside-alphabet:%
кияш	name	translit-of:қияш
киіз%	apertium	outside-alphabet:%
киім%	apertium	outside-alphabet:%
киіп%	apertium	outside-alphabet:%
киіт-	kazdict	edge-punctuation
км²	apertium	outside-alphabet:²
км³	apertium	outside-alphabet:³
когершин	name	translit-of:көгершін
кожамжаров	name	translit-of:қожамжаров
козайым	name	translit-of:көзайым
козбагаров	name	translit-of:қозбағаров
колбай	name	translit-of:көлбай
колдас	name	translit-of:қолдас
колканат	name	translit-of:қолқанат
команданың%	apertium	outside-alphabet:%
комекбаев	name	translit-of:көмекбаев
коммент%	apertium	outside-alphabet:%
компьютерде%	apertium	outside-alphabet:%
конырша	name	translit-of:қоңырша
конькимен%	apertium	outside-alphabet:%
координата%	apertium	outside-alphabet:%
копбай	name	translit-of:көпбай
копжан	name	translit-of:көпжан
копжасар	name	translit-of:көпжасар
корабаев	name	translit-of:қорабаев
корганбек	name	translit-of:қорғанбек
корда	kazdict	translit-of:қорда
кордалы	kazdict	translit-of:қордалы
корлан	name	translit-of:қорлан
косарландыру	apertium	translit-of:қосарландыру
косымбаев	name	translit-of:қосымбаев
кошти	kazdict	translit-of:көшті
кресттік%	apertium	outside-alphabet:%
куагер	baseline	translit-of:куәгер
куанган	name	translit-of:қуанған
куанышов	name	translit-of:қуанышов
кулажан	name	translit-of:құлажан
куланда	name	translit-of:күләнда
кулахметов	name	translit-of:құлахметов
кулбагила	name	translit-of:күлбағила
кулбала	name	translit-of:күлбала
кулбан	name	translit-of:құлбаң
кулгайша	name	translit-of:күлғайша
кулдан	name	translit-of:құлдан
кулдари	name	translit-of:күлдәрі
кулпара	name	translit-of:күлпара
кулпынай	name	translit-of:құлпынай
кумаргали	name	translit-of:құмарғали
кумисай	name	translit-of:күмісай
кумисбеков	name	translit-of:күмісбеков
кумискул	name	translit-of:күміскүл
кумисхан	name	translit-of:күмісхан
кунай	name	translit-of:күнай
кундиз	name	translit-of:күндіз
кундыз	name	translit-of:құндыз
кунжамал	name	translit-of:күнжамал
кунсая	name	translit-of:күнсая
кунтай	name	translit-of:күнтай
кунтуар	name	translit-of:күнтуар
куралов	name	translit-of:құралов
курбанкул	name	translit-of:құрбанкүл
кургат	apertium	translit-of:құрғат
курманкул	name	translit-of:құрманкүл
курып	baseline	translit-of:құрып
кусайын	name	translit-of:құсайын
кусни	name	translit-of:құсни
куә%	apertium	outside-alphabet:%
куәлік%	apertium	outside-alphabet:%
куәнің%	apertium	outside-alphabet:%
кыдырбеков	name	translit-of:қыдырбеков
кызмет%	apertium	outside-alphabet:%
кызыр	name	translit-of:қызыр
кілем-	kazdict	edge-punctuation
кілт%	apertium	outside-alphabet:%
кіндік%	apertium	outside-alphabet:%
кір%	apertium	outside-alphabet:%
кіре%	apertium	outside-alphabet:%
кірен//крен	kazdict	outside-alphabet:/
кіржім//кержім	kazdict	outside-alphabet:/
кіріп%	apertium	outside-alphabet:%
кіріске%	apertium	outside-alphabet:%
кісе-	kazdict	edge-punctuation
кісі%	apertium	outside-alphabet:%
кітап%	apertium	outside-alphabet:%
кішкене%	apertium	outside-alphabet:%
кішкентай%	apertium	outside-alphabet:%
кішіпейіл%	apertium	outside-alphabet:%
күзет%	apertium	outside-alphabet:%
күзеттік%	apertium	outside-alphabet:%
күй%	apertium	outside-alphabet:%
күй-	kazdict	edge-punctuation
күйеу%	apertium	outside-alphabet:%
күйме-	kazdict	edge-punctuation
күйметас-	kazdict	edge-punctuation
күйіне%	apertium	outside-alphabet:%
күйіп%	apertium	outside-alphabet:%
күйіс%	apertium	outside-alphabet:%
күкіртті%	apertium	outside-alphabet:%
күл-талқанын%	apertium	outside-alphabet:%
күлгін%	apertium	outside-alphabet:%
күлкі%	apertium	outside-alphabet:%
күлкісін%	apertium	outside-alphabet:%
күләпара-	kazdict	edge-punctuation
күләт//кіләт	kazdict	outside-alphabet:/
күміс%	apertium	outside-alphabet:%
күн%	apertium	outside-alphabet:%
күнге%	apertium	outside-alphabet:%
күндес-	kazdict	edge-punctuation
күндізгі%	apertium	outside-alphabet:%
күнжақты%	apertium	outside-alphabet:%
күншығыс%	apertium	outside-alphabet:%
күні%	apertium	outside-alphabet:%
күнәлі%	apertium	outside-alphabet:%
күпі-	kazdict	edge-punctuation
күр//гүр	kazdict	outside-alphabet:/
күрделі%	apertium	outside-alphabet:%
күрлеу1	kazdict	outside-alphabet:1
күрте2	kazdict	outside-alphabet:2
күстана//күстәнә	kazdict	outside-alphabet:/
күстаналау//күстәналау	kazdict	outside-alphabet:/
күттай//кіттай	kazdict	outside-alphabet:/
күтіп%	apertium	outside-alphabet:%
күш%	apertium	outside-alphabet:%
күштеп%	apertium	outside-alphabet:%
күшті%	apertium	outside-alphabet:%
күшімен%	apertium	outside-alphabet:%
күшін%	apertium	outside-alphabet:%
күшіне%	apertium	outside-alphabet:%
күң-	kazdict	edge-punctuation
күңк%	apertium	outside-alphabet:%
кәдеге%	apertium	outside-alphabet:%
кәйнік//кәйнек	kazdict	outside-alphabet:/
кәрие//кәриә	kazdict	outside-alphabet:/
кәрәкәт//кәрекет	kazdict	outside-alphabet:/
кәсіп%	apertium	outside-alphabet:%
кәсіподақ%	apertium	outside-alphabet:%
кәтелешке//каталажка	kazdict	outside-alphabet:/
кәтта//кәттә	kazdict	outside-alphabet:/
кәуір//кеуір	kazdict	outside-alphabet:/
кәуә//кәуе	kazdict	outside-alphabet:/
кәшәба//кәшеуе	kazdict	outside-alphabet:/
көбірген//көмірген	kazdict	outside-alphabet:/
көгілдір%	apertium	outside-alphabet:%
көз%	apertium	outside-alphabet:%
көзге%	apertium	outside-alphabet:%
көзден%	apertium	outside-alphabet:%
көзді%	apertium	outside-alphabet:%
көзі%	apertium	outside-alphabet:%
көзін%	apertium	outside-alphabet:%
көк%	apertium	outside-alphabet:%
көкбұталы%	apertium	outside-alphabet:%
көлмек//көлшімек	kazdict	outside-alphabet:/
көлік%	apertium	outside-alphabet:%
көмек%	apertium	outside-alphabet:%
көмекей%	apertium	outside-alphabet:%
көмекші%	apertium	outside-alphabet:%
көмескі%	apertium	outside-alphabet:%
көмір%	apertium	outside-alphabet:%
көндігіп%	apertium	outside-alphabet:%
көне%	apertium	outside-alphabet:%
көп%	apertium	outside-alphabet:%
көпаналау//көпенелеу	kazdict	outside-alphabet:/
көпе//көпеке	kazdict	outside-alphabet:/
көпжылдық%	apertium	outside-alphabet:%
көпше%	apertium	outside-alphabet:%
көпір%	apertium	outside-alphabet:%
көр/гөр	kazdict	outside-alphabet:/
көркем%	apertium	outside-alphabet:%
көрмей%	apertium	outside-alphabet:%
көрпе1	kazdict	outside-alphabet:1
көрпе2	kazdict	outside-alphabet:2
көрпелдес//көрпелдеш	kazdict	outside-alphabet:/
көрсeткіш	apertium	mixed-script
көршін//бақыраш	kazdict	outside-alphabet:/
көрімдік-	kazdict	edge-punctuation
көрінбей%	apertium	outside-alphabet:%
көрінген%	apertium	outside-alphabet:%
көрініп%	apertium	outside-alphabet:%
көріп%	apertium	outside-alphabet:%
көтек//көтік	kazdict	outside-alphabet:/
көтерме%	apertium	outside-alphabet:%
көтеріліп%	apertium	outside-alphabet:%
көтеріп%	apertium	outside-alphabet:%
көтібақ-	kazdict	edge-punctuation
көше-	kazdict	edge-punctuation
көшелі-	kazdict	edge-punctuation
көшіп%	apertium	outside-alphabet:%
көшіріп%	apertium	outside-alphabet:%
көңіл%	apertium	outside-alphabet:%
көңілде%	apertium	outside-alphabet:%
көңілі%	apertium	outside-alphabet:%
көңілін%	apertium	outside-alphabet:%
лoрбрульгруд	apertium	mixed-script
ла`ил	kazdict	outside-alphabet:`
ла`ин	kazdict	outside-alphabet:`
ла`наткар	kazdict	outside-alphabet:`
ла`һат	kazdict	outside-alphabet:`
ла`һат-ул-лаһи	kazdict	outside-alphabet:`
лабақты//абақты	kazdict	outside-alphabet:/
лабзам//лаузам	kazdict	outside-alphabet:/
лагерьге%	apertium	outside-alphabet:%
лазиза	name	translit-of:ләзиза
лакта	apertium,baseline,kazdict	translit-of:лақта
лампа//лампы	kazdict	outside-alphabet:/
ланч%	apertium	outside-alphabet:%
лат.	apertium	outside-alphabet:.
лауазымға%	apertium	outside-alphabet:%
лақап%	apertium	outside-alphabet:%
лақтырылып%	apertium	outside-alphabet:%
лақтырып%	apertium	outside-alphabet:%
лаққы//лаққа	kazdict	outside-alphabet:/
леген//ілеген	kazdict	outside-alphabet:/
лексикон%	apertium	outside-alphabet:%
лесбияндық%	apertium	outside-alphabet:%
либидо%	apertium	outside-alphabet:%
линиядағы%	apertium	outside-alphabet:%
лордтық%	apertium	outside-alphabet:%
лукма	kazdict	translit-of:луқма
лумкесе//лүмкесе	kazdict	outside-alphabet:/
лық%	apertium	outside-alphabet:%
ләýх	kazdict	outside-alphabet:ý
ләбләбі//ләблебі	kazdict	outside-alphabet:/
ләмбон//ләмпен	kazdict	outside-alphabet:/
лә‘ин	kazdict	outside-alphabet:‘
м.	apertium	outside-alphabet:.
м²	apertium	outside-alphabet:²
м³	apertium	outside-alphabet:³
ма%	apertium	outside-alphabet:%
ма`ани	kazdict	outside-alphabet:`
ма`аси	kazdict	outside-alphabet:`
ма`асийат	kazdict	outside-alphabet:`
ма`аш	kazdict	outside-alphabet:`
ма`да	kazdict	outside-alphabet:`
ма`зум	kazdict	outside-alphabet:`
ма`ин	kazdict	outside-alphabet:`
ма`лум	kazdict	outside-alphabet:`
ма`на	kazdict	outside-alphabet:`
ма`рифат	kazdict	outside-alphabet:`
ма`сум	kazdict	outside-alphabet:`
ма`уа	kazdict	outside-alphabet:`
ма`шуқ	kazdict	outside-alphabet:`
маýаддәт	kazdict	outside-alphabet:ý
мавыт//навыт	kazdict	outside-alphabet:/
магаз	name	translit-of:мағаз
магнитті%	apertium	outside-alphabet:%
мадақ%	apertium	outside-alphabet:%
мадет	name	translit-of:мәдет
мадихан	name	translit-of:мәдіхан
мажуси//мажус	kazdict	outside-alphabet:/
маза%	apertium	outside-alphabet:%
мазақ%	apertium	outside-alphabet:%
май%	apertium	outside-alphabet:%
май.	apertium	outside-alphabet:.
майек	baseline,kazdict	translit-of:мәйек
майнур	name	translit-of:майнұр
майысқан%	apertium	outside-alphabet:%
макка	name	translit-of:маққа
максатов	name	translit-of:мақсатов
макулбеков	name	translit-of:мақұлбеков
мал%	apertium	outside-alphabet:%
мал`ун	kazdict	outside-alphabet:`
мала`ик	kazdict	outside-alphabet:`
мала`йла	kazdict	outside-alphabet:`
малай-	kazdict	edge-punctuation
малаку-л-маýт	kazdict	outside-alphabet:ý
малшы%	apertium	outside-alphabet:%
мальдив%	apertium	outside-alphabet:%
мамат//мамыт	kazdict	outside-alphabet:/
мамну`а	kazdict	outside-alphabet:`
мамык	name	translit-of:мамық
мангра%	apertium	outside-alphabet:%
мандам//мандом	kazdict	outside-alphabet:/
мансап/мансиб	kazdict	outside-alphabet:/
манты//мәнті	kazdict	outside-alphabet:/
манчестер%	apertium	outside-alphabet:%
маратулы	name	translit-of:маратұлы
маршалл%	apertium	outside-alphabet:%
маршпен%	apertium	outside-alphabet:%
масиýа	kazdict	outside-alphabet:ý
масуек	kazdict	translit-of:мәсуек
матiби	baseline	mixed-script
материалдық%	apertium	outside-alphabet:%
мау`ун	kazdict	outside-alphabet:`
мауе	name	translit-of:мәуе
маула	kazdict	translit-of:мәула
маулет	name	translit-of:мәулет
маулит	name	translit-of:мәуліт
махамбет//мұхамбет	kazdict	outside-alphabet:/
махраб//махыраб	kazdict	outside-alphabet:/
маху//махы	kazdict	outside-alphabet:/
мақал-мәтел-	kazdict	edge-punctuation
мақсат%	apertium	outside-alphabet:%
мақсатқа%	apertium	outside-alphabet:%
мақұрым%	apertium	outside-alphabet:%
маңдайша%	apertium	outside-alphabet:%
ма‘рифат	kazdict	outside-alphabet:‘
ма‘шуқ	kazdict	outside-alphabet:‘
мезі%	apertium	outside-alphabet:%
мейил	kazdict	translit-of:мейіл
мейирбек	name	translit-of:мейірбек
мейиржан	name	translit-of:мейіржан
мейирим	name	translit-of:мейірім
мейлінше%	apertium	outside-alphabet:%
мейрамгул	name	translit-of:мейрамгүл
мейілінше%	apertium	outside-alphabet:%
мектепке%	apertium	outside-alphabet:%
мемлекеттiк	apertium	mixed-script
мемлекеттік%	apertium	outside-alphabet:%
мендибай	name	translit-of:меңдібай
мендигул	name	translit-of:меңдігүл
мензеу	kazdict	translit-of:меңзеу
меншігі%	apertium	outside-alphabet:%
меншік%	apertium	outside-alphabet:%
мерейли	name	translit-of:мерейлі
месел%	apertium	outside-alphabet:%
металл%	apertium	outside-alphabet:%
метастазиc	apertium	mixed-script
метафора-	kazdict	edge-punctuation
механикалық%	apertium	outside-alphabet:%
мешіт-	kazdict	edge-punctuation
меңдахмет//меңліахмет	kazdict	outside-alphabet:/
мина%	apertium	outside-alphabet:%
минералдық%	apertium	outside-alphabet:%
минот	kazdict	translit-of:минөт
миф%	apertium	outside-alphabet:%
млн.	apertium	outside-alphabet:.
мм.	apertium	outside-alphabet:.
мойын%	apertium	outside-alphabet:%
мойынға%	apertium	outside-alphabet:%
молдир	name	translit-of:мөлдір
монах%	apertium	outside-alphabet:%
монополияға%	apertium	outside-alphabet:%
моншак	name	translit-of:моншақ
му`аса	kazdict	outside-alphabet:`
му`ат	kazdict	outside-alphabet:`
му`мин	kazdict	outside-alphabet:`
муýафиқ	kazdict	outside-alphabet:ý
мубтала	kazdict	translit-of:мүбтала
мугалжар	apertium	translit-of:мұғалжар
мударрис	kazdict	translit-of:мүдәррис
мудир	kazdict	translit-of:мүдір
мукаддас	name	translit-of:мұқаддас
мукамал	kazdict	translit-of:мүкәмал
мукарам	name	translit-of:мүкәрам
мукат	name	translit-of:мұқат
мукатаев	name	translit-of:мұқатаев
мулайим	kazdict	translit-of:мүләйім
муназ`ат	kazdict	outside-alphabet:`
мунара	name	translit-of:мұнара
мунша`йб	kazdict	outside-alphabet:`
муп	apertium	translit-of:мұп
мураткан	name	translit-of:мұратқан
мусiралi	baseline	mixed-script
мусiреп	baseline	mixed-script
мусилим	name	translit-of:мүсілім
мусилимов	name	translit-of:мүсілімов
мусинде	name	translit-of:мүсінде
мустажаб	kazdict	translit-of:мұстажаб
мустапа	name	translit-of:мұстапа
мутаба`ат	kazdict	outside-alphabet:`
мутаби‘ат	kazdict	outside-alphabet:‘
муталiп	baseline	mixed-script
муталип	name	translit-of:мүтәліп
мути‘	kazdict	outside-alphabet:‘
мухамбетжан	name	translit-of:мұхамбетжан
мухаметкалиев	name	translit-of:мұхаметқалиев
мухаммас	kazdict	translit-of:мұхаммас
мухаммедияр	name	translit-of:мұхаммедияр
муханбетжан	name	translit-of:мұханбетжан
муханбетов	name	translit-of:мұханбетов
мухтарима	kazdict	translit-of:мұхтарима
мушк	kazdict	translit-of:мүшк
мызғып%	apertium	outside-alphabet:%
мыктыбаев	name	translit-of:мықтыбаев
мылтықтың%	apertium	outside-alphabet:%
мырс%	apertium	outside-alphabet:%
мыс.	apertium	outside-alphabet:.
мысал%	apertium	outside-alphabet:%
мыстан%	apertium	outside-alphabet:%
мысқыл%	apertium	outside-alphabet:%
мықтап%	apertium	outside-alphabet:%
мықтау//мықтан	kazdict	outside-alphabet:/
мықын%	apertium	outside-alphabet:%
міí	kazdict	outside-alphabet:í
мін%	apertium	outside-alphabet:%
міндетті%	apertium	outside-alphabet:%
місе%	apertium	outside-alphabet:%
мүйіз%	apertium	outside-alphabet:%
мүк%	apertium	outside-alphabet:%
мүлт%	apertium	outside-alphabet:%
мүмкін%	apertium	outside-alphabet:%
мүмкіндік%	apertium	outside-alphabet:%
мүмкіндіктерін%	apertium	outside-alphabet:%
мүрдем%	apertium	outside-alphabet:%
мүрид-	kazdict	edge-punctuation
мүсiрепов	apertium	mixed-script
мұз%	apertium	outside-alphabet:%
мұнай%	apertium	outside-alphabet:%
мұрагер-	kazdict	edge-punctuation
мұрасыз%	apertium	outside-alphabet:%
мұраға%	apertium	outside-alphabet:%
мұрын-	kazdict	edge-punctuation
мұсақұл-	kazdict	edge-punctuation
мұғалiм	apertium	mixed-script
мұғалім%	apertium	outside-alphabet:%
мұқамбет//мұқамет	kazdict	outside-alphabet:/
мұқамәди//мұхамәди	kazdict	outside-alphabet:/
мұқтаж%	apertium	outside-alphabet:%
мұңды%	apertium	outside-alphabet:%
мәýлим	kazdict	outside-alphabet:ý
мәжбүр%	apertium	outside-alphabet:%
мәз%	apertium	outside-alphabet:%
мәлік-	kazdict	edge-punctuation
мәлімет%	apertium	outside-alphabet:%
мәнерлеп%	apertium	outside-alphabet:%
мәскеулік%	apertium	outside-alphabet:%
мәсі-	kazdict	edge-punctuation
мәта‘ин	kazdict	outside-alphabet:‘
мәтелі-	kazdict	edge-punctuation
мәңгі%	apertium	outside-alphabet:%
мәңгілік%	apertium	outside-alphabet:%
мөшке//мүшке	kazdict	outside-alphabet:/
н`ам	kazdict	outside-alphabet:`
на`ам	kazdict	outside-alphabet:`
на`им	kazdict	outside-alphabet:`
наýмид	kazdict	outside-alphabet:ý
надирбек	name	translit-of:нәдірбек
нажис	kazdict	translit-of:нәжіс
назар%	apertium	outside-alphabet:%
назарда%	apertium	outside-alphabet:%
назигул	name	translit-of:назигүл
найза-	kazdict	edge-punctuation
найман-	kazdict	edge-punctuation
найманкөк-	kazdict	edge-punctuation
накып	baseline	translit-of:нақып
намаздигер	kazdict	translit-of:намаздігер
наразылық%	apertium	outside-alphabet:%
наргул	name	translit-of:наргүл
нарикбаев	name	translit-of:нәрікбаев
нармағамбет//нармұқамбет	kazdict	outside-alphabet:/
нарша3	kazdict	outside-alphabet:3
насима	name	translit-of:нәсима
насыбай-	kazdict	edge-punctuation
натаýан	kazdict	outside-alphabet:ý
наф‘а	kazdict	outside-alphabet:‘
нағашы-	kazdict	edge-punctuation
нақтылап%	apertium	outside-alphabet:%
нақыш%	apertium	outside-alphabet:%
не%	apertium	outside-alphabet:%
негізгі%	apertium	outside-alphabet:%
негізін%	apertium	outside-alphabet:%
неке%	apertium	outside-alphabet:%
немере%	apertium	outside-alphabet:%
несип	name	translit-of:несіп
несипбала	name	translit-of:несіпбала
несипжан	name	translit-of:несіпжан
несін//несіне	kazdict	outside-alphabet:/
ни`мат	kazdict	outside-alphabet:`
нидерландтық%	apertium	outside-alphabet:%
ноиль//ноэль	kazdict	outside-alphabet:/
нонивент-	kazdict	edge-punctuation
норвегиялық%	apertium	outside-alphabet:%
норма%	apertium	outside-alphabet:%
нояб.	apertium	outside-alphabet:.
ноқта-	kazdict	edge-punctuation
ну`ут	kazdict	outside-alphabet:`
нурабаев	name	translit-of:нұрабаев
нурай	name	translit-of:нұрай
нурайлым	name	translit-of:нұрайлым
нурайша	name	translit-of:нұрайша
нураков	name	translit-of:нұрақов
нуралим	name	translit-of:нұрәлім
нурат	name	translit-of:нұрат
нурахан	name	translit-of:нұрахан
нурбатыр	name	translit-of:нұрбатыр
нурбергенов	name	translit-of:нұрбергенов
нурбиби	name	translit-of:нұрбибі
нурбол	name	translit-of:нұрбол
нурбулан	name	translit-of:нұрбұлан
нургазы	name	translit-of:нұрғазы
нургалы	name	translit-of:нұрғалы
нургелди	name	translit-of:нұргелді
нурдан	name	translit-of:нұрдан
нуржамила	name	translit-of:нұржәмила
нуржигит	name	translit-of:нұржігіт
нуржума	name	translit-of:нұржұма
нурзат	name	translit-of:нұрзат
нурзила	name	translit-of:нұрзила
нурипа	name	translit-of:нұрипа
