# form	track	verbal-weight	nominal-weight — tools/tracks.py
# for entries with no part of speech. An entry not listed here keeps
# both tracks, because the books do not say which one it is on.
үңіреңде	v	2	0
үһ	n	0	6
үһі	n	0	3
ұдықтас	v	6	0
ұжымдары	n	0	39
ұжымдас	v	52	2
ұжымдастыр	v	64	0
ұзай	v	32	5
ұзайт	v	23	0
ұзартыл	v	34	0
ұзартылу	n	0	4
ұзартқан	n	0	7
ұзару	n	0	8
ұзаттыр	v	3	0
ұзатылу	n	0	9
ұзау	n	2	9
ұзағы	n	0	7
ұзақсын	v	2	0
ұзақта	v	93	0
ұзақты	n	0	8
ұзақтығы	n	0	32
ұзаңқыра	v	10	0
ұзында	v	75	0
ұзыншақта	v	2	0
ұйлығу	n	0	4
ұйлығыс	v	44	0
ұйлық	v	108	0
ұйлықтыр	v	7	0
ұйпала	v	9	0
ұйпалақтал	v	4	0
ұйпалақтат	v	2	0
ұйтқу	n	0	2
ұйтқыт	v	77	0
ұйымда	v	33	0
ұйымдар	n	54	512
ұйымдары	n	0	149
ұйымдарын	n	0	38
ұйымдастыруын	n	0	2
ұйымдастырыл	v	703	0
ұйымдастырылу	n	0	104
ұйымдастырылуы	n	0	19
ұйымдастырылып	v	7	0
ұйымдастырылған	n	0	14
ұйымдастырып	v	11	0
ұйымдастырған	n	0	44
ұйымдасу	n	10	112
ұйыс	v	425	0
ұйыстыр	v	89	0
ұйыстыру	n	2	11
ұйыстырыл	v	3	0
ұйыту	n	0	11
ұйытыл	v	9	0
ұйытқу	n	0	2
ұйықтат	v	248	0
ұйықтату	n	2	11
ұйықтатыл	v	4	0
ұйықтатқан	v	3	0
ұйықтау	n	19	234
ұйықтағансы	v	2	0
ұйғарыс	v	55	0
ұйқай	n	3	32
ұйқастыр	v	114	0
ұйқастыра	v	13	0
ұйқастыру	n	2	12
ұйқастырыл	v	18	0
ұйқасу	n	0	12
ұйқтау	n	3	17
ұйқыш	v	56	17
ұластырыл	v	2	0
ұласу	n	5	83
ұлпалан	v	5	0
ұлтарт	v	3	0
ұлтарыл	v	2	0
ұлтсыздан	v	19	0
ұлтсыздандыр	v	13	0
ұлтсыздандыру	n	0	3
ұлтсыздану	n	0	2
ұлттандыр	v	15	0
ұлтты	n	0	12
ұлттык	n	0	5
ұлты	n	0	326
ұлылан	v	2	0
ұлысу	n	2	9
ұлыт	v	43	3
ұлыш	n	0	2
ұлықсын	v	7	0
ұлықта	v	83	3
ұлықтал	v	17	0
ұлықталу	n	0	4
ұлғайтылу	n	0	7
ұлғайтып	v	2	0
ұлғайыңқыра	v	3	0
ұлғаю	n	0	105
ұмсындыр	v	18	0
ұмсынт	v	3	0
ұмсыныс	v	4	0
ұмтылдыратын	n	0	2
ұмтылдыру	n	0	4
ұмтылт	v	19	0
ұмтылу	n	55	577
ұмытпай	v	358	23
ұмытпаған	n	0	48
ұмыттыру	n	0	26
ұмыту	n	13	376
ұмытылмай	v	92	0
ұмытылу	n	0	58
ұмытыс	v	3	0
ұмытқыз	v	6	0
ұнам	v	591	223
ұнас	v	75	15
ұнастыр	v	4	0
ұнатыс	v	7	0
ұнау	n	7	90
ұнаңқыра	v	2	0
ұнтал	v	11	0
ұнтақта	v	10	0
ұнтақтал	v	28	0
ұнтақталу	n	0	2
ұрала	v	3	0
ұрандал	v	3	0
ұрандат	v	74	0
ұрандау	n	0	2
ұрар	n	3	34
ұрды	n	0	16
ұрдыр	v	10	0
ұрлану	n	0	15
ұрлап	v	31	0
ұрлас	v	18	0
ұрмай	v	83	4
ұрпақта	v	2	0
ұрса	v	182	14
ұрсу	n	7	51
ұрсып	v	23	0
ұрсыс	v	227	2
ұрсысу	n	2	17
ұрттал	v	2	0
ұрттас	v	5	0
ұрылу	n	0	4
ұрындыру	n	0	47
ұрыну	n	3	91
ұрыныс	n	0	2
ұрып	v	110	2
ұрысу	n	11	139
ұрысыс	v	4	0
ұрысқыз	v	3	0
ұрықтан	v	32	0
ұрықтандыр	v	45	0
ұрықтандырыл	v	7	0
ұрықтану	n	0	9
ұрғылау	n	0	2
ұрғышта	v	2	0
ұрқ	n	0	39
ұрұғ	n	0	2
ұс	n	56	1586
ұсату	n	0	4
ұсатыл	v	18	0
ұсақсын	v	5	0
ұсақтал	v	85	0
ұсақталу	n	0	2
ұсақтан	v	10	0
ұсақтану	n	0	2
ұсақтат	v	12	0
ұстад	n	0	1298
ұстай	v	840	33
ұсталатын	n	0	4
ұсталу	n	0	39
ұсталын	v	45	0
ұстана	v	200	6
ұстанған	n	3	96
ұстап	v	173	5
ұстар	n	28	132
ұстарт	v	66	0
ұстарту	n	3	13
ұстастыр	v	25	0
ұстастыру	n	0	3
ұстасу	n	0	53
ұстасы	n	0	33
ұстаттыр	v	14	0
ұстату	n	4	35
ұстатқыз	v	13	0
ұсынатын	n	0	20
ұсынба	v	85	8
ұсынды	n	0	2
ұсындыр	v	25	0
ұсындыру	n	0	3
ұсынт	v	2	0
ұсынушы	n	0	37
ұсынуы	n	0	28
ұсынылатын	n	0	2
ұсынылу	n	0	37
ұсынылуы	n	0	5
ұсынымдар	n	0	3
ұсыныстар	n	66	203
ұсыныстарын	n	0	6
ұсынысы	n	0	140
ұсынған	n	25	271
ұсқынсыздан	v	3	0
ұту	n	12	47
ұтыла	v	60	3
ұтылу	n	3	9
ұтыстар	n	0	4
ұштан	v	2	0
ұштастыру	n	9	78
ұштастырыл	v	56	0
ұштастырылу	n	0	13
ұштасу	n	0	67
ұштат	v	3	0
ұштау	n	0	24
ұштылық	n	4	11
ұшы	n	0	635
ұшындыр	v	11	0
ұшып	v	82	2
ұшырады	n	0	2
ұшырасатын	n	0	14
ұшырастыр	v	34	2
ұшырастыру	n	0	10
ұшырасу	n	9	106
ұшырау	n	4	338
ұшырауы	n	0	46
ұшырт	v	66	0
ұшыру	n	3	52
ұшырыс	v	6	0
ұшықтат	v	5	0
ұшықтау	n	0	6
ұшқалақта	v	13	0
ұшқалақтан	v	5	0
ұшқас	v	40	0
ұшқындан	v	5	0
ұшқындат	v	26	0
ұшқындау	n	0	4
ұшқындыр	v	2	0
ұшқырла	v	5	0
ұшқырлан	v	4	0
ұшқыштар	n	5	33
ұю	n	3	11
ұялан	v	21	0
ұялату	n	0	15
ұялау	n	0	12
ұялту	n	0	15
ұялу	n	12	59
ұялшақта	v	18	0
ұятсын	v	5	0
ұятта	v	23	0
ұяттылық	n	0	2
ұяңда	v	35	0
ұяңдан	v	2	0
ұғ	v	2210	847
ұғар	n	0	100
ұғры	n	0	4
ұғу	n	10	265
ұғылу	n	0	5
ұғымдар	n	247	858
ұғындыру	n	9	72
ұғындырыл	v	14	0
ұғыну	n	31	445
ұғыныл	v	216	0
ұғынылу	n	2	21
ұғынып	v	9	0
ұғынысу	n	0	13
ұғып	v	51	2
ұғырла	v	2	0
ұғыстыр	v	3	0
ұғысу	n	3	23
ұқпас	n	2	32
ұқсап	v	17	0
ұқсастыр	v	76	0
ұқсастықтары	n	0	25
ұқсата	v	81	0
ұқсату	n	5	115
ұқсатыл	v	47	0
ұқсатылу	n	0	4
ұқсау	n	10	117
ұқсаңқыра	v	10	0
ұқтыру	n	9	35
ұқыпта	v	2	0
ұққыз	v	5	0
ұңғылат	v	3	0
ұңғыт	n	0	2
һажран	n	0	4
һажум	n	0	4
һайбат	v	5	3
һамайун	n	0	2
һамма	n	2	12
һамраһ	n	0	4
һауа	n	0	31
һауас	n	0	6
һеш	n	0	2
һиба	n	0	2
һидаят	n	0	2
һинди	n	0	2
һош	n	0	8
һуд	n	0	3
һуш	n	0	4
һәр	n	2	4
һәрбір	n	0	21
һәрқайсы	n	11	37
һәрқайсысы	n	0	5
әбдуәли	n	3	5
әбділдә	n	0	29
әбдіқадыр	n	0	4
әбессін	v	3	0
әбжад	n	0	4
әбзелде	v	4	0
әбігерлен	v	138	0
әбігерлену	n	0	19
әбігерлік	n	3	8
әбілмәмбет	n	8	33
әбілпейіз	n	6	10
әбілхан	n	2	8
әбілғазы	n	0	76
әгі	n	0	2
әд	v	1561	51
әдеб	n	0	62
әдебиеттегі	n	0	2
әдебиеті	n	0	559
әдебиетіміз	n	43	324
әдебиетін	n	0	345
әдемілен	v	62	0
әдемілеу	n	0	8
әдеттендір	v	13	0
әдеттену	n	0	18
әділгерей	n	3	5
әділдігі	n	0	66
әділдігін	n	0	7
әділшілік	n	0	4
әдіптел	v	68	0
әдіптет	v	11	0
әдіптеу	n	0	3
әдіре	v	5	0
әдістен	v	4	0
әдістер	n	158	548
әдістері	n	0	161
әдісі	n	0	280
әдісқой	n	0	2
әдісқойлық	n	0	3
әжел	v	105	3
әжесін	n	0	3
әжуалау	n	0	13
әжімдел	v	4	0
әжімден	v	21	0
әзиз	n	6	45
әзі	n	0	45
әзілдесу	n	6	9
әзірейлі	n	0	5
әзірлейтін	n	0	4
әзірлену	n	4	65
әзірлес	v	4	0
әзірлесу	n	0	2
әзірлет	v	65	0
әзірлеу	n	42	215
әйгілен	v	86	2
әйгілену	n	2	13
әйгілет	v	2	0
әйдәй	v	2	0
әйелдер	n	397	2030
әйелдерд	n	0	397
әйелсін	v	3	0
әйелі	n	0	1041
әйем	n	0	2
әйеш	n	0	2
әйтеке	n	0	54
әйткенмен	n	0	3
әйтсе	n	0	140
әкелген	n	12	407
әкелгіз	v	19	0
әкелд	n	0	1469
әкелдіру	n	0	2
әкелер	n	14	396
әкелт	v	12	0
әкелту	n	0	2
әкелу	n	114	694
әкелін	v	594	2
әкеліну	n	0	13
әкеліп	v	183	2
әкелісу	n	0	2
әкеп	v	60	0
әкесі	n	0	1559
әкесін	n	0	30
әкететін	n	0	31
әкету	n	27	283
әкетілу	n	0	3
әкетіс	v	11	0
әккілен	v	16	0
әкпар	n	3	10
әкпел	v	15	0
әкімсін	v	4	0
әкімі	n	0	147
әкірең	n	0	5
әкіреңдет	v	2	0
әкіреңдеу	v	2	0
әлам	v	2	0
әлаулай	n	0	6
әлбет	n	4	596
әлгі	n	14	1332
әлгісі	n	0	4
әлдебек	n	0	7
әлдендіру	n	0	3
әлдене	n	25	2002
әлденеше	v	32	2
әлдеқайдағы	n	0	2
әлдилеу	n	2	15
әлей	n	0	8
әлейк	n	0	3
әлектену	n	0	4
әлектеніс	n	0	2
әлемде	v	3	0
әлемдегі	n	0	4
әлеметт	v	6	2
әлеміште	v	4	0
әлеміштел	v	6	0
әлеміштен	v	6	0
әлеміштеу	n	0	2
әлен	n	2	7
әлеулай	n	0	2
әлеумет	n	50	961
әлеуметт	n	11	52
әлеуметтен	v	11	0
әлеуметтендір	v	15	0
әлеуметтендіру	n	0	7
әлеуметтес	v	2	0
әлкей	v	3	0
әлм	v	2	0
әлме	v	2	0
әлмисақ	n	0	71
әлпештен	v	2	0
әлпештеу	n	2	14
әлсізде	v	126	0
әлсіздену	n	0	8
әлсірету	n	10	81
әлсіреу	n	0	111
әлібекұлы	n	0	2
әлімсақ	n	3	99
әліпте	v	5	0
әліптел	v	2	0
әліптен	v	2	0
әліптеу	n	0	6
әләй	n	0	5
әләм	n	2	4
әләуләй	n	0	4
әменгерлік	n	0	2
әмет	n	2	19
әми	n	0	3
әмма	n	10	21
әму	n	2	21
әмі	v	65	0
әндем	v	11	0
әндері	n	0	164
әндету	n	0	8
әндишә	v	2	0
әнейі	n	0	2
әнеуг	n	0	117
әнжам	n	0	4
әнуәр	n	3	9
әншиін	n	0	5
әнін	n	0	73
әперу	n	17	76
әперіл	v	4	0
әпкел	v	50	14
әпкеш	n	0	3
әпірей	v	4	0
әрбіреу	n	2	151
әре	n	2	134
әрекеттену	n	6	44
әрекеттері	n	0	327
әрекеттерін	n	0	81
әрекеттесу	n	3	41
әрекеті	n	0	473
әркім	n	243	1990
әрле	v	38	0
әрлен	v	32	0
әрлеу	n	2	9
әрпі	n	0	235
әруақтан	v	18	0
әріле	v	15	0
әріптестер	n	2	218
әрқайсысы	n	0	683
әс	v	1382	792
әсе	n	0	5
әсемдел	v	29	0
әсемден	v	25	0
әсемдет	v	20	0
әсемдеу	n	0	14
әсемдігін	n	0	5
әсерле	v	20	0
әсерлендір	v	35	0
әсерлендіру	n	0	3
әсерлер	n	56	239
әсерлес	v	8	0
әсерлесу	n	0	3
әсерлет	v	2	0
әсерлілігі	n	0	12
әсерлілігін	n	0	3
әсері	n	0	450
әсерін	n	0	52
әскербасы	n	0	68
әскерилендіріл	v	5	0
әспенсіт	v	2	0
әспетте	v	92	0
әспеттел	v	53	0
әспеттелу	n	0	4
әсіл	n	0	180
әсілдер	n	0	2
әсім	n	0	2
әсірелену	n	0	2
әтеке	n	0	12
әттеген	n	0	4
әудем	n	0	24
әуезелен	v	2	0
әуезесі	n	0	2
әуейілен	v	18	0
әуейілендіру	n	0	3
әуекте	v	2	0
әуектет	v	6	0
әуелен	v	5	0
әуелет	v	102	5
әуенде	n	2	8
әуендету	n	0	2
әуест	n	0	8
әуестендір	v	6	0
әуестену	n	4	26
әулекілен	v	12	0
әулекілендір	v	2	0
әулетті	n	0	5
әулиесі	n	0	22
әулиесіт	v	2	0
әуліктір	v	2	0
әумесерлен	v	3	0
әумин	n	0	4
әупілде	v	32	0
әупілдек	n	7	19
әупірімде	v	4	0
әурелену	n	3	35
әурелеу	n	0	11
әш	n	10	88
әшекейлет	v	2	0
әшекейлеу	n	3	22
әшекейлік	n	0	2
әшкерелей	v	110	0
әшкерелен	v	189	0
әшкерелену	n	0	22
әшкерелет	v	2	0
әңгілен	v	4	0
әңгімелен	v	184	0
әңгімелену	n	0	9
әңгімелер	n	364	1271
әңгімелері	n	0	200
әңгімелестір	v	5	0
әңгімесін	n	0	217
әңгірле	v	8	0
әңгірлет	v	2	0
әңк	n	0	106
әңкілде	v	6	0
өбу	n	0	10
өг	v	6	3
өгейлік	n	8	19
өгейсіре	v	2	0
өгейсіт	v	45	0
өгізді	n	0	2
өжелен	v	3	0
өз	n	410	7759
өзгелер	n	291	1837
өзгелік	n	0	8
өзгенікі	n	0	5
өзгерген	n	2	216
өзгерд	n	0	660
өзгермеген	n	0	17
өзгертулер	n	7	35
өзгертуші	n	0	15
өзгертілген	n	0	13
өзгертіп	v	21	0
өзгеруші	n	0	4
өзгеруі	n	0	120
өзгеруін	n	0	11
өзгерілу	n	0	6
өзгеріп	v	92	6
өзгерістер	n	316	983
өзгерістері	n	0	91
өзгерістерін	n	0	5
өзгесі	n	0	69
өзгешеле	v	185	0
өзгешелен	v	166	0
өздері	n	0	1774
өздерін	n	2	266
өзді	n	0	4
өзекте	v	13	0
өзектес	v	16	6
өзектілігі	n	0	11
өзекше	n	0	27
өзелен	v	13	0
өзенше	n	2	24
өзеуреу	n	0	4
өзі	n	2	4181
өзім	n	1364	2208
өзімсіну	n	0	9
өзін	n	56	2593
өзінікі	n	2	17
өзің	n	1474	2409
өйде	v	5	0
өйткені	n	0	12
өйткіз	v	4	0
өйту	n	2	75
өйтіп	v	7	0
өк	v	401	162
өкпелес	v	64	0
өкпелеу	n	5	82
өкпелеуші	n	0	3
өкпешілдік	n	0	3
өксу	n	0	55
өкте	v	45	4
өктемшіл	n	0	4
өкшелен	v	5	0
өкшелеу	n	0	4
өкілдер	n	36	743
өкілдерін	n	0	15
өкілеттік	n	7	33
өкілі	n	0	177
өкілін	n	0	2
өкімі	n	0	23
өкімін	n	0	3
өкінт	v	38	0
өкіну	n	10	129
өкініс	v	17	0
өкіреңде	v	2	0
өкіру	n	0	6
өкірік	n	2	11
өлді	n	0	104
өле	v	982	108
өлекселік	n	0	2
өлермендік	n	4	91
өлеусірет	v	2	0
өлеңдер	n	213	1002
өлеңдері	n	0	329
өлеңді	n	0	2
өлеңші	n	0	82
өлеңшіл	v	33	0
өлеңшілік	n	3	7
өлме	v	943	74
өлмеші	n	0	30
өлтіру	n	114	940
өлу	n	66	809
өлуд	n	0	66
өлшегіш	n	0	7
өлшемдер	n	53	287
өлшемдері	n	0	62
өлшемділік	n	0	11
өлшемі	n	0	172
өлшеп	v	11	0
өлшес	v	6	0
өлшеуіші	n	0	3
өліп	v	390	0
өм	n	2	13
өмілдірік	n	3	8
өмірлі	n	0	9
өміршеңдік	n	12	20
өміріндегі	n	0	3
өнбес	n	6	9
өнген	n	5	31
өнд	n	6	130
өндірт	v	24	0
өндіру	n	81	366
өндіршекте	v	5	0
өндіріп	v	7	0
өне	n	133	652
өнегелік	n	8	22
өнегелілік	n	9	21
өнеркәс	v	254	0
өнерле	v	2	0
өнері	n	0	805
өнерін	n	0	201
өну	n	5	83
өнімдер	n	62	207
өнімдерін	n	0	6
өнімі	n	0	107
өрбу	n	2	82
өрбіте	v	92	0
өрекпу	n	2	16
өрел	n	2	203
өреле	v	7	0
өрелен	v	3	0
өрелес	v	2	0
өрелік	n	0	2
өркендеу	n	8	210
өркенді	n	0	2
өркеуде	n	0	10
өркештен	v	54	0
өркештендір	v	5	0
өрлен	v	8	0
өрлет	v	139	3
өрме	n	10	23
өрмелеу	n	3	37
өрнектел	v	299	0
өрнектеп	v	6	0
өрнектері	n	0	60
өрнектет	v	3	0
өрнектеу	n	4	33
өртел	v	156	2
өртену	n	0	63
өртес	v	2	0
өртет	v	26	2
өртеу	n	8	110
өршу	n	0	23
өршіл	n	0	9
өршілдік	n	4	10
өрімші	n	0	9
өрістету	n	11	58
өрістетіл	v	17	0
өрісті	n	0	5
өрісі	n	0	172
өрісін	n	0	108
өрісің	v	21	8
өрің	n	4	9
өсекшілдік	n	0	2
өсиетнама	n	3	17
өсиетші	n	0	2
өсиетін	n	0	27
өскелеңдік	n	0	2
өскін	n	12	66
өсту	n	0	4
өсімдер	v	2	0
өсіп	v	234	2
өсіруші	n	0	33
өсіңкі	n	0	2
өтед	n	0	1697
өтеді	n	0	9
өтемісұлы	n	0	27
өтес	n	2	31
өтесін	n	4	6
өтет	v	11	0
өтетін	n	8	130
өтеусіз	n	0	2
өтк	n	25	78
өткеру	n	7	63
өткеріл	v	35	0
өткеріс	v	2	0
өткізбей	v	90	0
өткізген	n	10	208
өткіздір	v	19	0
өткізу	n	159	767
өткізілген	n	0	19
өткізілетін	n	0	9
өткізілу	n	0	57
өткіншілік	n	5	12
өткірлігін	n	0	3
өтті	n	0	10
өтуін	n	0	14
өтім	v	252	25
өтімділігін	n	0	2
өтіну	n	13	67
өтініші	n	0	95
өтіп	v	685	0
өтірікшіл	v	26	0
өтірікшілік	n	3	6
өтүкен	n	3	8
өштен	v	2	0
өштестір	v	2	0
өштесу	n	0	9
өшу	n	6	113
өшігу	n	4	20
өшірт	v	18	0
өшіру	n	8	134
өшіріс	v	2	0
өңгерген	n	0	9
өңгеру	n	0	4
өңден	v	21	0
өңдендір	v	3	0
өңдеп	v	2	0
өңдері	n	0	5
өңдет	v	6	0
өңезден	v	7	0
өңей	v	7	0
өңеште	v	12	0
өңк	v	2	0
өңкей	n	0	4
өңкеңде	v	4	0
өңки	v	139	0
өңмендеу	n	0	2
өңмеңде	v	44	4
өңмеңдет	v	5	0
өңмеңдеу	n	0	8
өңсізден	v	2	0
шаба	v	628	143
москва	n	0	986
жия	v	200	16
қаупі	n	0	55
қауып	v	63	25
рахым	n	73	242
план	n	94	260
езі	n	0	172
алысырақ	n	0	100
положение	n	2	30
інген	n	83	190
сила	v	35	2
перевод	n	44	89
число	n	0	10
света	n	2	31
собрание	n	3	33
астрахань	n	10	55
өспірім	n	4	46
рек	v	95	62
известия	n	0	12
көнбес	n	0	167
ильич	n	21	104
общество	n	0	13
байқұс	n	29	109
союз	n	50	86
сей	v	322	50
школа	n	4	39
статья	n	13	102
тоқтамыс	n	35	120
балқан	n	6	55
қараш	n	40	1448
әбділда	n	0	72
строй	n	0	35
дружба	n	0	6
учитель	n	4	50
досан	n	21	55
сұлтанмахмұт	n	14	78
ырғыз	n	8	67
зейнолла	n	3	43
потанин	n	17	95
управление	n	0	13
школ	n	160	310
чиновник	n	22	118
көнекөз	n	0	21
гегель	n	29	230
ситуация	n	8	172
сәке	n	0	30
пер	n	357	1130
қарақошқыл	n	0	2
шань	n	9	61
яссауи	n	6	61
пәлекет	n	30	85
фрунзе	n	0	59
тағлым	n	38	63
қубас	n	20	44
настроение	n	0	5
қарашаш	n	28	66
зылиха	n	0	88
міржақып	n	13	55
жұмағали	n	7	42
арыслан	n	9	88
сибирь	n	8	42
награда	n	6	90
жандәрмен	n	0	8
отделение	n	0	21
орманбет	n	12	53
атығай	n	5	37
доклад	n	30	63
вестник	n	0	7
толыбай	n	14	68
хүкім	n	13	51
аттанбақ	n	0	33
үргеніш	n	17	145
қаракөлеңке	n	0	53
бартольд	n	5	57
қобда	n	0	93
протокол	n	15	95
қарадүрсін	n	0	9
поселка	n	3	55
парторг	n	14	83
пауза	n	0	46
участке	n	2	19
ылаж	n	2	132
рум	n	10	51
культ	n	14	129
мон	n	8	69
сәна	n	0	63
жеңбек	n	0	7
маңғышлақ	n	4	52
шәкен	n	9	41
ғабиден	n	3	17
тәттімбет	n	9	73
долгий	n	0	18
жеменей	n	4	65
автомашина	n	14	109
священник	n	24	94
қадиша	n	2	106
мұқаш	n	8	34
моисей	n	4	24
колчак	n	8	90
шорман	n	7	77
фирдоуси	n	6	71
юга	n	0	11
қапал	n	10	215
қаражан	n	9	50
художник	v	27	13
кұс	n	13	75
қазбек	n	6	39
күншуақ	n	32	103
шеркеш	n	4	52
пристав	n	26	106
голощекин	n	19	113
маяковский	n	14	77
әбеке	n	0	3
ашхабад	n	7	64
бөкенбай	n	11	49
самарқанд	n	15	104
әбен	n	12	53
бейсен	n	18	51
ағыбай	n	17	53
өліара	n	2	40
тыңла	v	55	6
реу	n	5	109
прометей	n	14	63
еркетотай	n	0	20
қареке	v	132	19
пайдаланбақ	n	0	2
қамкөңіл	v	9	4
хәкім	n	7	48
қаратөбе	n	0	40
листок	n	0	7
тайбурыл	n	29	125
бальзак	n	18	52
қажымұқан	n	10	41
пей	v	525	17
правление	n	0	10
контраст	n	9	37
мұстафин	n	6	68
мырзабек	n	6	23
мәдине	n	0	180
кеңгірбай	n	13	76
жарылғап	n	7	46
бекхожин	n	2	34
қарпық	n	3	25
оборот	n	4	47
ахтанов	n	4	44
есенин	n	19	29
министерство	n	0	10
хәл	n	45	326
нартай	n	10	46
жұмекен	n	10	42
иассауи	n	4	42
разведка	n	0	23
кровать	n	0	8
монғолия	n	0	127
ыға	v	32	0
склад	n	18	76
кружка	n	2	50
қараменде	n	0	41
тұманбай	n	15	32
коғам	n	17	198
затаевич	n	7	63
дәулеткерей	n	7	45
рахымжан	n	6	19
қарақалпақстан	n	3	87
сырлыбай	n	5	48
замок	n	6	14
әзербайжан	n	0	23
шалкиіз	n	3	24
буырыл	n	3	13
үндіс	n	16	390
қарабек	n	8	41
иоанн	n	4	12
сартай	n	7	26
сцена	n	6	30
салиха	n	0	19
петровна	n	0	52
записка	n	6	25
березин	n	5	35
жароков	n	3	18
постановка	n	8	27
смайыл	n	5	46
жангелдин	n	8	39
колорит	n	17	34
жұмаш	n	8	43
оңғарсынова	n	0	33
семенович	n	2	20
ілгерірек	n	0	36
қожан	n	7	134
шад	n	7	43
ставка	n	3	53
фабрик	n	10	26
энтузиазм	n	17	31
бейсембай	n	6	23
һай	n	0	2
персия	n	0	103
ілтифат	n	5	49
шөмекей	n	7	53
гамлет	n	23	73
есенжанов	n	0	37
ақжүніс	n	14	64
текес	n	14	89
щедрин	n	12	26
сыпатай	n	6	26
үмбетей	n	4	20
қараөткел	n	4	82
жылой	n	6	71
үйленбек	n	0	2
расход	n	8	86
ствол	n	23	51
ткен	n	0	14
управитель	n	2	17
мәке	n	0	2
сармат	n	0	51
төлеш	n	11	36
юбилей	n	4	28
шайбани	n	5	43
ақмақ	n	2	21
мәрия	n	0	28
айбергенов	n	3	37
справка	n	2	8
медіресе	n	6	46
лен	n	56	162
перовский	n	0	39
фауст	n	8	30
қорабай	n	8	26
тельман	n	5	21
бозжігіт	n	9	29
қырғиқабақ	n	0	13
огонек	n	0	7
акті	n	37	299
әйла	v	51	8
командование	n	5	50
колбин	n	16	54
төрехан	n	12	25
сәттіғұл	n	3	23
қызылқоға	n	0	23
бәсентиін	n	0	13
құдырет	n	70	115
гюго	n	0	54
тбилиси	n	6	27
купец	n	0	19
васильевна	n	0	31
телағыс	n	7	32
мырзағұл	n	3	21
рақымжан	n	3	18
монтескье	n	0	16
түг	v	1331	739
казақ	n	3	27
вася	n	0	23
ғұбайдолла	n	0	12
этаж	n	49	91
талтүс	n	0	117
тобанияз	n	17	44
комсомолец	n	3	21
нез	n	0	33
қондыбай	n	8	38
иманжанов	n	0	24
медсестра	n	0	23
фрейд	n	12	46
мұңал	n	0	42
рус	n	10	49
нұрмағамбет	n	2	20
сужүрек	n	0	7
жиембет	n	2	15
дача	n	4	78
нарынқол	n	2	46
москвич	n	8	37
орманов	n	7	27
маната	n	20	49
тоныкөк	n	8	43
шолохов	n	3	36
есенберлин	n	7	48
илиада	n	4	42
рейн	n	4	30
гераклит	n	4	43
одиссей	n	7	41
леу	n	0	25
лейбниц	n	4	35
қастек	n	5	26
есенқұл	n	4	25
ваня	n	0	21
әбілмәжін	n	3	8
аркадий	n	0	9
константинович	n	2	7
максимович	n	0	4
этноним	n	19	120
ақбөбек	n	11	37
төртқара	n	0	40
солон	n	7	48
гриша	n	0	33
кемпірбай	n	4	31
мирзоян	n	6	31
шәңгерей	n	3	26
губкин	n	3	23
төремұрат	n	6	25
бердіқожа	n	0	13
авеста	n	0	85
түркменстан	n	2	51
пруссия	n	0	64
конт	n	0	35
қалибек	n	8	34
сейтек	n	7	31
теб	v	422	2
қожағұл	n	2	24
мырзағалиев	n	3	11
қарабұғаз	n	9	93
тоқтарбай	n	6	38
дербент	n	7	30
қоңырбай	n	12	43
рұм	n	2	33
ильминский	n	3	42
рашиди	n	8	23
алекторов	n	2	29
троцкий	n	6	27
әлімқұлов	n	0	35
аллатағала	n	0	31
жуковский	n	2	26
құлбарақ	n	4	22
володя	n	0	19
неках	n	2	4
қашғари	n	7	42
бердияров	n	3	8
сін	n	11	38
мастерской	n	0	28
лир	n	11	24
мерв	n	4	27
қалнияз	n	4	29
жаңай	n	0	29
өмірзақов	n	2	22
тортай	n	11	22
майлықожа	n	0	12
крепостной	n	0	42
кұм	n	16	31
керенский	n	7	51
коперник	n	2	44
назарбек	n	10	21
өні	n	0	6
оразов	n	3	16
стена	n	0	15
қырықмылтық	n	0	14
бурный	n	0	10
подруга	n	0	3
усадьба	n	5	68
одиссея	n	10	51
зәуреш	n	19	37
тобыш	n	6	34
аюке	n	0	37
карелин	n	9	26
берке	n	0	22
кипчак	v	2	0
макиавелли	n	4	20
құдайбердиев	n	5	18
жантөре	n	0	21
майлыбай	n	5	21
қаратон	n	2	40
ұзынағаш	n	0	45
қаражал	n	3	17
мергенбай	n	3	24
лин	n	0	25
тұрмағамбет	n	0	15
падишаһ	n	9	111
ыждаһат	n	36	73
рубасы	n	0	36
совдеп	n	11	71
ереке	n	0	2
шота	n	2	8
больница	n	0	44
хотан	n	12	34
нұрбике	n	0	45
плутарх	n	3	29
брусиловский	n	6	31
панисламизм	n	7	21
ботпай	n	0	22
сейдімбек	n	2	20
столовой	n	0	4
есеке	v	4	2
қарасаз	n	8	62
фихте	n	0	49
тоқабай	n	0	43
жамантай	n	5	36
фетисов	n	8	13
отпан	n	0	25
колпаковский	n	0	25
бегалин	n	3	20
ақбура	n	0	22
сағидолла	n	0	20
жанжігіт	n	7	23
өтегенов	n	2	8
қараниет	v	10	2
аброй	n	5	47
жақай	n	4	37
шардара	n	0	48
скульптура	n	0	41
жанбота	n	2	44
стражник	n	4	24
кузьмич	n	8	12
бородино	n	2	20
бичурин	n	0	21
көркемсөз	n	3	17
вельяминов	n	2	4
тереңөзек	n	0	6
галстугі	n	0	15
эллин	n	0	82
